timestamp,level,message,uuid,temperature,humidity,version,actuator
2025-08-12T02:34:50.775Z,info,"IoT Parser disconnected",,,,,
2025-08-12T02:44:03.462Z,info,"Connecting to MQTT broker",,,,,
2025-08-12T02:44:05.162Z,success,"MQTT connected successfully",,,,,
2025-08-12T02:44:05.341Z,success,"Subscribed to topics: IDGS10-Pruebas-Sensores",,,,,
2025-08-12T02:46:14.904Z,info,"Disconnecting IoT Parser",,,,,
2025-08-12T02:46:14.908Z,info,"IoT Parser disconnected",,,,,
2025-08-12T03:00:10.754Z,info,"Connecting to MQTT broker",,,,,
2025-08-12T03:00:11.457Z,success,"MQTT connected successfully",,,,,
2025-08-12T03:00:11.548Z,success,"Subscribed to topics: IDGS10-Pruebas-Sensores",,,,,
2025-08-12T03:00:51.465Z,info,"Disconnecting IoT Parser",,,,,
2025-08-12T03:00:51.482Z,info,"IoT Parser disconnected",,,,,
2025-08-12T03:13:07.307Z,info,"Connecting to MQTT broker",,,,,
2025-08-12T03:13:08.393Z,success,"MQTT connected successfully",,,,,
2025-08-12T03:13:08.581Z,success,"Subscribed to topics: IDGS10-Pruebas-Sensores",,,,,
2025-08-12T03:14:02.355Z,info,"📨 Message received",,,,,
2025-08-12T03:14:02.366Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,20.5,88.3,,
2025-08-12T03:14:03.317Z,info,"📨 Message received",,,,,
2025-08-12T03:14:03.323Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,30.2,59.1,,
2025-08-12T03:14:03.975Z,info,"📨 Message received",,,,,
2025-08-12T03:14:03.983Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440003,21.9,48.4,,
2025-08-12T03:14:04.988Z,info,"📨 Message received",,,,,
2025-08-12T03:14:04.998Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,30.8,73.4,,
2025-08-12T03:14:05.999Z,info,"📨 Message received",,,,,
2025-08-12T03:14:06.005Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:07.008Z,info,"📨 Message received",,,,,
2025-08-12T03:14:07.014Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,26.6,32.6,,
2025-08-12T03:14:08.021Z,info,"📨 Message received",,,,,
2025-08-12T03:14:08.027Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,31.5,50.3,,
2025-08-12T03:14:09.044Z,info,"📨 Message received",,,,,
2025-08-12T03:14:09.050Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:10.047Z,info,"📨 Message received",,,,,
2025-08-12T03:14:10.053Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,35.6,58.4,,
2025-08-12T03:14:11.063Z,info,"📨 Message received",,,,,
2025-08-12T03:14:11.069Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,21.1,67.6,,
2025-08-12T03:14:12.085Z,info,"📨 Message received",,,,,
2025-08-12T03:14:12.091Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,27.1,52.7,,
2025-08-12T03:14:13.089Z,info,"📨 Message received",,,,,
2025-08-12T03:14:13.093Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,20.1,66.9,,
2025-08-12T03:14:14.100Z,info,"📨 Message received",,,,,
2025-08-12T03:14:14.105Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,33.1,58.2,,
2025-08-12T03:14:15.112Z,info,"📨 Message received",,,,,
2025-08-12T03:14:15.118Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,26.1,76.3,,
2025-08-12T03:14:16.138Z,info,"📨 Message received",,,,,
2025-08-12T03:14:16.144Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:17.139Z,info,"📨 Message received",,,,,
2025-08-12T03:14:17.145Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:18.144Z,info,"📨 Message received",,,,,
2025-08-12T03:14:18.148Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:19.148Z,info,"📨 Message received",,,,,
2025-08-12T03:14:19.151Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,19.1,78.7,,
2025-08-12T03:14:20.186Z,info,"📨 Message received",,,,,
2025-08-12T03:14:20.190Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,26.9,48.6,,
2025-08-12T03:14:21.267Z,info,"📨 Message received",,,,,
2025-08-12T03:14:21.274Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,25,41.7,,
2025-08-12T03:14:22.323Z,info,"📨 Message received",,,,,
2025-08-12T03:14:22.326Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:23.333Z,info,"📨 Message received",,,,,
2025-08-12T03:14:23.339Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,28.6,71.1,,
2025-08-12T03:14:24.588Z,info,"📨 Message received",,,,,
2025-08-12T03:14:24.593Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:25.514Z,info,"📨 Message received",,,,,
2025-08-12T03:14:25.516Z,warn,"Message validation failed",,,,,
2025-08-12T03:14:26.543Z,info,"📨 Message received",,,,,
2025-08-12T03:14:26.549Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,20.3,50.1,,
2025-08-12T03:14:27.232Z,info,"📨 Message received",,,,,
2025-08-12T03:14:27.235Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,30.6,68.9,,
2025-08-12T03:14:28.253Z,info,"📨 Message received",,,,,
2025-08-12T03:14:28.259Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,27.5,68.5,,
2025-08-12T03:14:29.258Z,info,"📨 Message received",,,,,
2025-08-12T03:14:29.263Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440003,25.1,71.7,,
2025-08-12T03:14:30.419Z,info,"📨 Message received",,,,,
2025-08-12T03:14:30.424Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,28.8,37.4,,
2025-08-12T03:14:31.285Z,info,"📨 Message received",,,,,
2025-08-12T03:14:31.290Z,warn,"Message validation failed",,,,,
